연도,순위,제목,개봉일,관객수,관람등급,줄거리,링크
2012,27,장화신은 고양이,12.01.12,"2,080,445",전체관람가,"한때는 알아주는 영웅이었지만 지금은 지명 수배자 신세인 ‘장화신은 고양이’. 명예 회복의 순간만을 꿈꾸던 그에게 악명 높은 부부 악당 ‘잭 & 질’과 ‘마법의 콩’에 대한 소문이 들려온다. 황금알의 비밀을 지닌 열쇠로, 악당의 손에 넘어가면 세상을 위험에 빠트린다는 마법의 콩. 장화신은 고양이는 잭 & 질로부터 마법의 콩을 빼앗기로 결심한다. 하지만 마법의 콩을 손에 넣으려는 순간! 갑자기 나타난 희대의 도둑 ‘말랑손 키티’ 때문에 계획은 실패로 돌아간다. 게다가 말랑손 키티가 어릴 적 단짝에서 지금은 둘도 없는 원수가 된 ‘험티 덤티’와 한통속임을 알게 된 장화신은 고양이는 깊은 고민에 빠진다. 그러나 마법의 콩을 혼자 훔치는 것은 절대 불가능하다는 사실을 깨달은 장화신은 고양이, 결국 말랑손 키티, 험티 덤티와 손을 잡고 위험천만한 모험을 시작하는데…! 짜릿한 인생역전을 꿈꾸는 ‘장화신은 고양이’와 친구들의 예측불허 모험이 시작된다!",https://movie.daum.net/moviedb/main?movieId=54530
2012,28,타워,12.12.25,"5,181,244",12세이상관람가,"2012년 크리스마스.. 가장 행복한 순간 벌어진 최악의 화재참사! 사랑하는 사람을 위해 반드시 살아야한다!초고층 주상복합빌딩 타워스카이의 시설관리 팀장인 싱글대디 ‘대호’(김상경)는 사랑하는 딸 ‘하나’(조민아)와 함께 멋진 크리스마스 이브를 보내기로 약속한다. 대호가 마음에 품고 있는 타워스카이 푸드몰의 매니저 ‘윤희’(손예진)는 바쁜 ‘대호’를 대신해 잠시나마 ‘하나’와 즐거운 시간을 보낸다. 한편, 전설로 불리우는 여의도 소방서의 소방대장 ‘영기’(설경구)는 결혼 후 처음으로 크리스마스 이브에 아내와의 데이트를 약속한다. 모두가 행복한 그 날 저녁, 크리스마스 파티가 열리고 있는 타워스카이에서 예기치 못한 화재 사고가 발생하는데…최악의 화재 속, 삶에 대한 희망의 끈을 놓지 않는 사람들의 이야기가 시작된다!",https://movie.daum.net/moviedb/main?movieId=63416
2012,29,코리아,12.05.03,"1,872,682",12세이상관람가,"하나가 되는 것부터 우리에겐 도전이었다1991년 대한민국에 탁구 열풍을 몰고 온 최고의 탁구 스타 ‘현정화’(하지원). 번번히 중국에 밀려 아쉬운 은메달에 머물고 말았던 그녀에게 41회 세계선수권대회를 앞두고 남북 단일팀 결성 소식이 들려온다. 금메달에 목마른 정화에겐 청천벽력 같은 결정! 선수와 코치진의 극렬한 반대에도 불구하고 강행된 초유의 남북 단일팀이 결성된다. 순식간에 ‘코리아’라는 이름의 한 팀이 된 남북의 선수들. 연습 방식, 생활 방식, 말투까지 달라도 너무 다른 남북 선수단은 사사건건 부딪히기 시작하고, 양 팀을 대표하는 라이벌 정화와 북한의 ‘리분희’(배두나)의 신경전도 날이 갈수록 심각해진다. 대회는 점점 다가오지만 한 팀으로서의 호흡은커녕 오히려 갈등만 깊어지고, 출전팀 선발은 예상치 못한 정국으로 흘러 가는데…46일간의 뜨거운 도전이 시작된다!",https://movie.daum.net/moviedb/main?movieId=62865
2012,30,나의 PS 파트너 ,12.12.06,"1,831,741",청소년관람불가,"옛 사랑에 허덕이며 망가져 버린 가여운 연애 하수, 현승(지성)전여친에게 멋진 새 남자가 생겼다는 소식을 전해 듣고 열등감 폭발, 외로움 증폭에 잠 못 이루고 뒤척이던 그에게 어느 날 밤, 야릇한 전화 한 통이 걸려온다! 무결점 외모로도 극복 못한 남친 애정 결핍 증후군, 윤정(김아중)그의 관심을 되돌릴 비장의 이벤트를 준비한다. 앙큼한 목소리, 발칙한 스킬로 뜨거운 순간을 유발하지만, 수화기 너머의 남자, 남친이 아니다?! 거침없이 솔직하게! 내숭없이 짜릿하게! 이보다 더 궁금할 수 없는 ‘19금 연애’가 찾아 온다!",https://movie.daum.net/moviedb/main?movieId=69771
2012,31,반창꼬,12.12.19,"2,475,797",15세이상관람가,"까칠한 남자 ‘고수’, 들이대는 여자 ‘한효주’ 사람 구하기 좋은 날, 우린 만났다!매일 목숨을 내놓고 사건 현장에 뛰어들지만 정작 자신의 아내를 구하지 못한 상처를 간직한 소방관 ‘강일’(고수). 매번 제 멋대로 말하고 거침없이 행동하며 상처도 사랑도 없는 척하지만 단 한번의 실수로 위기에 처한 의사 ‘미수’(한효주). 우연한 기회에 ‘미수’가 ‘119 구조대 의용대원’으로 일하게 되면서 같은 구조대에 있는 ‘강일’에게 처음으로 마음을 열고 적극적으로 다가간다. 모든 방법을 동원해 ‘강일’에게 애정공세를 펼치는 ‘미수’. 그리고 그런 그녀에게 까칠함으로 일관하던 강일 역시 조금씩 마음을 열기 시작한다. 가스 폭발 사고는 물론 차량 충돌 사고까지 쉴 틈 없이 이어지는 아찔한 사고 현장 속에서 생명을 구하고 기분 좋게 하루를 마무리 하며, 또 다른 내일을 준비하는 소방대원들. 생사가 오가는 치열한 현장에서 다른 이들의 생명은 구하며 살지만 정작 자신의 상처는 돌보지 못하는 ‘강일’과 ‘미수’. 과연 그들은 서로의 상처에 ‘반창꼬’를 붙여 줄 수 있을까? 12월, 사랑보다 더 ‘뜨거운’ 이야기가 시작된다!",https://movie.daum.net/moviedb/main?movieId=69118
2012,32,러브픽션,12.02.29,"1,726,227",15세이상관람가,"내 과거의 사랑은 비록 모두 실패로 끝났지만 아직도 사랑은 유효하다완벽한 여자를 찾아 헤매어온 나머지 31살 평생 제대로 된 연애 한번 해 보지 못한 소설가 구주월(하정우). 창작의 원천이자 삶의 빛이 되어줄 강력한 이미지(?)의 뮤즈를 찾아 헤매던 그의 앞에 두 눈이 멀어버릴 만큼 아름다운 여인 희진(공효진)이 나타난다. 내 사랑, 널 위해서라면 폭발하는 화산 속으로도 뛰어들 수 있을 것 같아드디어 시작된 그녀와의 연애! 그녀를 위해서라면 목숨도 바칠 수 있을 것 같은 주월. 끓어오르는 사랑과 넘치는 창작열에 마냥 행복하기만 하다. 그러나 시간이 갈수록 그녀의 괴상한 취미, 나와 다른 식성, 인정하기 싫은 과거 등 완벽할 거라고만 생각했던 희진의 단점이 하나 둘씩 주월의 마음에 거슬리기 시작하는데... “그런데… 하나만 물어보자. 도대체 내가 몇 번째야?” 하나부터 열까지 쿨하지 못한 이 남자, 모든 고비를 이겨내고 평생 꿈꿔왔던 연애에 성공할 수 있을까...?!",https://movie.daum.net/moviedb/main?movieId=50180
2012,33,언터처블: 1%의 우정,12.03.22,"1,721,613",12세이상관람가,"상위 1% 귀족남과 하위 1% 무일푼이 만났다불의의 사고로 24시간 내내 돌봐주는 손길이 없으면 아무 것도 할 수 없는 전신불구의 상위 1% 백만장자 필립(프랑수아 클루제). 어느 날 우연히, 가진 것이라곤 건강한 신체가 전부인 하위 1% 무일푼 백수 드리스(오마 사이)를 만나게 된다. 거침없이 자유로운 성격의 드리스에게 호기심을 느낀 필립은 그에게 특별한 내기를 제안한다. 바로 2주 동안 필립의 손발이 되어 한시도 떨어지지 않고 자신을 간호하며 버틸 수 있는지 시험해보겠다는 것. 참을성이라곤 눈꼽 만큼도 찾아 볼 수 없던 드리스는 오기가 발동해 엉겁결에 내기를 수락한다. 2주간의 내기로 시작된 상상초월 동거 스토리2주간의 내기로 시작된 두 남자의 동거. 풋 크림을 샴푸로 착각하고 머리를 감기거나, 필립의 식사를 돕는 도중 여자에게 한눈을 팔아 엉뚱한 곳에 음식을 들이대는 등 두 남자의 좌충우돌 동거 생활이 시작된다. 시간이 지남에 따라 필립은 자신을 장애인으로 생각지 않고 다른 사람과 동등하게 대해주는 드리스에게 깊은 호감을 느끼며 둘의 사이는 점점 가까워지게 된다. 그렇게 조금씩 마음을 열어가며, 또 조금씩 서로를 닮아가면서 오랫동안 잊고 있었던 행복함을 느끼게 되는 두 사람. 그러나 주변 사람들은 드리스의 신분과 가정환경, 전과기록을 이유로 두 사람의 사이를 걱정하고 불안해하기 시작하는데…",https://movie.daum.net/moviedb/main?movieId=67335
2012,34,아이스 에이지 4: 대륙 이동설,12.07.25,"1,648,110",전체관람가,"격돌! 드디어 적수를 만나다! 쩍! 갈라진 대륙과 바다딱! 마주친 빙하 해적단! 태초의 지구... 대륙이동의 역사는 도토리 한톨로 시작되었다?! 매머드 매니는 사랑스러운 아내 엘리를 끔찍이 위하지만 10대가 된 딸 피치스를 과잉보호 하느라 좋은 소리를 못 듣는 아빠이기도 하다. 딸이 원하는 독립을 받아들이기 힘든 그는 사사건건 딸을 간섭해 관계마저 소원해진다. 한편, 시리즈 내내 도토리를 향한 엄청난 집착을 보여준 스크랫은 이번에도 토토리를 쫓아 지구 중심부로 추락하게 되고, 그 덕분에 지구상의 모든 대륙들이 쪼개지고 이동을 하게 된다. 이런 대격변 속에 세상은 뒤집어지고, 매니는 피치스와 화해하기도 전에 큰 땅 한 덩어리가 떨어져 나가면서 시드, 디에고와 함께 바다 위를 떠도는 신세가 된다. 그러던 중 시드는 오랫동안 소식이 끊겼던 가족과 만나지만 할머니만 시드 곁에 남겨두고 모두 떠나 버린다. 도무지 감당할 수 없는 할머니의 성격에 다들 진절머리를 내고 있었던 것. 진검 승부.. 더 쎄고 더 독한 해적단과의 팽팽한 기싸움!!빙하를 배 삼아 정처 없이 떠돌던 이들의 바다 여행은 시작부터 만만치 않다. 엄청난 폭풍우와 함께 무시무시한 해적들과 조우하게 된 것이다. 거칠고 이기적인, 그러면서도 냉정하고 무시무시한 전투력을 뽐내는 카리스마 넘치는 오랑우탄 선장 거트가 이끄는 해적단은 가족을 구하기 위해 하루라도 빨리 고향에 돌아가야만 하는 매니 일행의 앞 길을 가로막으며 사사건건 괴롭힌다. 거트에게는 자신의 말을 거역한 최초의 동물 매니가 아주 거슬리는 존재이기 때문에 화가 머리꼭대기까지 치밀어 오른 것이다. 과연 이들은 다시 한 팀으로 뭉쳐 모든 난관을 극복하고 가족의 품으로 무사히 돌아갈 수 있을까?",https://movie.daum.net/moviedb/main?movieId=64555
2012,35,공모자들,12.08.29,"1,646,142",청소년관람불가,"심장 8억, 간 4억, 신장 3억 5천…여객선이 공해상으로 진입하는 순간, 그들의 ‘작업’이 시작된다!여행을 떠나는 수 많은 인파 속 중국 웨이하이행 여객선에 오른 상호(최다니엘 扮)와 채희(정지윤 扮). 둘만의 첫 여행으로 마냥 행복하기만 하다. 하지만 설렘도 잠시. 그날 밤, 상호가 잠시 자리를 비운 사이 출구 없는 바다 한가운데 위치한 여객선 안에서 아내가 흔적도 없이 사라진다. 더 혼란스러운 것은 여행 중 아내와 함께 찍은 사진도, 아내의 물건도 모두 사라진 것! 게다가 탑승객 명단에조차 아내의 이름이 없다. 한편, 장기밀매 현장총책이자 업계 최고의 실력자인 영규(임창정 扮)는 설계자 동배로부터 거절할 수 없는 제안을 받고 출장 전문 외과의 경재(오달수 扮), 운반책 준식, 망잡이 대웅과 함께 작업을 준비하고 있다. 세관원 매수에서부터 작업물 운반까지 극비리에 진행되는 작업. 한치의 실수도 용납되지 않는 긴장 속, 작업대 위 ‘물건’을 확인한 영규는 충격에 휩싸인다. 과거 자신이 알았던 채희가 그 곳에 있었던 것! 이제 웨이하이까지 남은 시간은 단 6시간! 아내를 찾아 나선 상호의 집요한 추적은 시작되고, 영규는 채희를 죽일 수도 살릴 수도 없는 딜레마에 빠지는데…올 여름, 당신의 심장을 노리는 그들이 온다!",https://movie.daum.net/moviedb/main?movieId=65260
2012,36,마다가스카3 : 이번엔 서커스다!,12.06.06,"1,635,088",전체관람가,"몬테카를로에 잠시 다녀온다더니 영영 무소식인 펭귄일행을 기다리며 아프리카에서 하루하루 고향 뉴욕에 대한 향수에 취해있는 ‘알렉스’(사자), ‘마티’(얼룩말), ‘멜먼’(기린), ‘글로리아’(하마). 결국 뉴욕행을 결심하고, 함께 돌아가기 위해 펭귄 일행을 찾아 몬테카를로로 향한다. 하지만 펭귄 일행과 만나기가 무섭게 동물 통제 관리국 ‘캡틴 듀브아’에게 쫓기는 신세가 된 뉴요커 4인방. 그녀의 맹추격 속 위기에 몰린 이들은 우연히 만난 유럽 서커스단 ‘비탈리’(호랑이), ‘지아’(재규어), ‘스테파노’(바다사자)에게 자신들이 미국 뉴욕의 서커스단이라고 속여 기차를 얻어 타고서야 겨우 위기를 모면하게 된다. 듀브아와의 추격전에 비행기는 망가지고 뉴욕으로 돌아갈 방법이 없어져 좌절하던 4인방은유럽 서커스단의 공연이 성공적이면 유럽을 넘어 미국 뉴욕으로 갈 수 있다는 말에 이들과 함께할 것을 결심한다. 마침내 로마에서의 첫 공연! 하지만 기대와 달리 기술도 의욕도 평균 이하인 유럽 서커스단의 공연에 뉴요커 4인방의 희망은 절망으로 바뀌고 만다. 뉴욕으로 가기 위해서는 어떻게든 서커스를 성공시켜야 하는 상황! 알렉스는 지금까지 해왔던 서커스가 아닌 새롭고 창의적인 공연을 해보자고 제안한다. 이에 유럽 서커스단과 뉴요커 4인방은 모두 함께 힘을 합쳐 전에 없던 놀랍고, 환상적인 서커스 공연을 준비하기 시작하는데…! 지금까지의 서커스는 잊어라! 세상을 놀라게 할 그들의 SHOW가 시작된다!",https://movie.daum.net/moviedb/main?movieId=68892
